Data format warnings:
  - Session 3, trial 2: all neural data is zero
  - Session 3, trial 3: all neural data is zero
  - Session 3, trial 4: all neural data is zero
  - Session 3, trial 5: all neural data is zero
  - Session 3, trial 7: all neural data is zero
  - Session 3, trial 9: all neural data is zero
  - Session 3, trial 17: all neural data is zero
  - Session 3, trial 18: all neural data is zero
  - Session 3, trial 21: all neural data is zero
  - Session 3, trial 22: all neural data is zero
  - Session 3, trial 23: all neural data is zero
  - Session 3, trial 25: all neural data is zero
  - Session 3, trial 27: all neural data is zero
  - Session 3, trial 30: all neural data is zero
  - Session 3, trial 34: all neural data is zero
  - Session 3, trial 37: all neural data is zero
  - Session 3, trial 39: all neural data is zero
  - Session 3, trial 40: all neural data is zero
  - Session 3, trial 45: all neural data is zero
  - Session 3, trial 51: all neural data is zero
  - Session 3, trial 58: all neural data is zero
  - Session 3, trial 60: all neural data is zero
  - Session 3, trial 61: all neural data is zero
  - Session 3, trial 62: all neural data is zero
  - Session 3, trial 65: all neural data is zero
  - Session 3, trial 67: all neural data is zero
  - Session 3, trial 68: all neural data is zero
  - Session 3, trial 75: all neural data is zero
  - Session 3, trial 78: all neural data is zero
  - Session 3, trial 79: all neural data is zero
  - Session 3, trial 83: all neural data is zero
  - Session 3, trial 84: all neural data is zero
  - Session 3, trial 86: all neural data is zero
  - Session 3, trial 89: all neural data is zero
  - Session 3, trial 91: all neural data is zero
  - Session 3, trial 100: all neural data is zero
  - Session 3, trial 102: all neural data is zero
  - Session 3, trial 103: all neural data is zero
  - Session 3, trial 104: all neural data is zero
  - Session 3, trial 107: all neural data is zero
  - Session 3, trial 116: all neural data is zero
  - Session 3, trial 117: all neural data is zero
  - Session 3, trial 119: all neural data is zero
  - Session 3, trial 123: all neural data is zero
  - Session 3, trial 124: all neural data is zero
  - Session 3, trial 126: all neural data is zero
  - Session 3, trial 134: all neural data is zero
  - Session 3, trial 135: all neural data is zero
  - Session 3, trial 136: all neural data is zero
  - Session 3, trial 137: all neural data is zero
  - Session 3, trial 138: all neural data is zero
  - Session 3, trial 139: all neural data is zero
  - Session 3, trial 142: all neural data is zero
  - Session 3, trial 143: all neural data is zero
  - Session 3, trial 148: all neural data is zero
  - Session 3, trial 150: all neural data is zero
  - Session 3, trial 154: all neural data is zero
  - Session 3, trial 156: all neural data is zero
  - Session 3, trial 157: all neural data is zero
  - Session 3, trial 160: all neural data is zero
  - Session 3, trial 164: all neural data is zero
  - Session 3, trial 165: all neural data is zero
  - Session 3, trial 168: all neural data is zero
  - Session 3, trial 171: all neural data is zero
  - Session 3, trial 175: all neural data is zero
  - Session 3, trial 176: all neural data is zero
  - Session 3, trial 177: all neural data is zero
  - Session 3, trial 179: all neural data is zero
  - Session 3, trial 184: all neural data is zero
  - Session 6, trial 0: all neural data is zero
  - Session 6, trial 1: all neural data is zero
  - Session 6, trial 6: all neural data is zero
  - Session 6, trial 8: all neural data is zero
  - Session 6, trial 14: all neural data is zero
  - Session 6, trial 22: all neural data is zero
  - Session 6, trial 29: all neural data is zero
  - Session 6, trial 33: all neural data is zero
  - Session 6, trial 39: all neural data is zero
  - Session 6, trial 45: all neural data is zero
  - Session 6, trial 46: all neural data is zero
  - Session 6, trial 50: all neural data is zero
  - Session 6, trial 52: all neural data is zero
  - Session 6, trial 53: all neural data is zero
  - Session 6, trial 55: all neural data is zero
  - Session 6, trial 56: all neural data is zero
  - Session 6, trial 64: all neural data is zero
  - Session 6, trial 70: all neural data is zero
  - Session 6, trial 72: all neural data is zero
  - Session 6, trial 75: all neural data is zero
  - Session 6, trial 76: all neural data is zero
  - Session 6, trial 84: all neural data is zero
  - Session 6, trial 89: all neural data is zero
  - Session 6, trial 97: all neural data is zero
  - Session 6, trial 105: all neural data is zero
  - Session 6, trial 106: all neural data is zero
  - Session 8, trial 5: all neural data is zero
  - Session 8, trial 18: all neural data is zero
  - Session 8, trial 30: all neural data is zero
  - Session 8, trial 50: all neural data is zero
  - Session 8, trial 56: all neural data is zero
  - Session 8, trial 71: all neural data is zero
  - Session 8, trial 81: all neural data is zero
  - Session 8, trial 100: all neural data is zero
  - Session 8, trial 107: all neural data is zero
  - Session 8, trial 108: all neural data is zero
  - Session 8, trial 109: all neural data is zero
  - Session 8, trial 147: all neural data is zero
  - Session 8, trial 151: all neural data is zero
  - Session 8, trial 153: all neural data is zero
  - Session 8, trial 171: all neural data is zero
  - Session 8, trial 175: all neural data is zero
  - Session 8, trial 178: all neural data is zero
  - Session 8, trial 179: all neural data is zero
  - Session 8, trial 183: all neural data is zero
  - Session 8, trial 204: all neural data is zero
  - Session 8, trial 210: all neural data is zero
  - Session 8, trial 213: all neural data is zero
  - Session 9, trial 1: all neural data is zero
  - Session 9, trial 4: all neural data is zero
  - Session 9, trial 5: all neural data is zero
  - Session 9, trial 6: all neural data is zero
  - Session 9, trial 7: all neural data is zero
