[1/174] sub-440956_ses-20190207T120657_behavior+ecephys+ogen.nwb: trials=368, neurons=459, seconds=0.32
[2/174] sub-440956_ses-20190208T133600_behavior+ecephys+ogen.nwb: trials=159, neurons=375, seconds=0.19
[3/174] sub-440956_ses-20190209T150135_behavior+ecephys+ogen.nwb: trials=518, neurons=205, seconds=0.59
[4/174] sub-440956_ses-20190210T155629_behavior+ecephys+ogen.nwb: trials=206, neurons=552, seconds=0.53
[5/174] sub-440957_ses-20190211T143614_behavior+ecephys+ogen.nwb: trials=520, neurons=526, seconds=0.79
[6/174] sub-440957_ses-20190212T153751_behavior+ecephys+ogen.nwb: trials=531, neurons=505, seconds=0.72
[7/174] sub-440957_ses-20190213T145027_behavior+ecephys+ogen.nwb: trials=501, neurons=192, seconds=0.56
[8/174] sub-440957_ses-20190214T144611_behavior+ecephys+ogen.nwb: trials=560, neurons=169, seconds=0.47
[9/174] sub-440958_ses-20190213T115547_behavior+ecephys+ogen.nwb: trials=521, neurons=347, seconds=0.74
[10/174] sub-440958_ses-20190214T123412_behavior+ecephys+ogen.nwb: trials=520, neurons=342, seconds=0.78
[11/174] sub-440958_ses-20190215T141028_behavior+ecephys+ogen.nwb: trials=530, neurons=432, seconds=0.64
[12/174] skipped sub-440958_ses-20190216T162508_behavior+ecephys+ogen.nwb
[13/174] sub-440958_ses-20190217T154414_behavior+ecephys+ogen.nwb: trials=583, neurons=367, seconds=0.71
[14/174] sub-440959_ses-20190219T121506_behavior+ecephys+ogen.nwb: trials=437, neurons=214, seconds=0.41
[15/174] sub-440959_ses-20190220T134256_behavior+ecephys+ogen.nwb: trials=525, neurons=160, seconds=0.39
[16/174] sub-440959_ses-20190221T140717_behavior+ecephys+ogen.nwb: trials=521, neurons=383, seconds=0.63
[17/174] sub-440959_ses-20190222T130111_behavior+ecephys.nwb: trials=571, neurons=452, seconds=0.89
[18/174] sub-440959_ses-20190223T173853_behavior+ecephys+ogen.nwb: trials=443, neurons=537, seconds=0.72
[19/174] sub-440959_ses-20190224T133648_behavior+ecephys+ogen.nwb: trials=444, neurons=396, seconds=0.66
[20/174] sub-440959_ses-20190225T142613_behavior+ecephys+ogen.nwb: trials=481, neurons=391, seconds=0.72
[21/174] sub-440959_ses-20190226T140636_behavior+ecephys+ogen.nwb: trials=440, neurons=292, seconds=0.46
[22/174] sub-441666_ses-20190513T144253_behavior+ecephys+ogen.nwb: trials=530, neurons=300, seconds=0.72
[23/174] sub-441666_ses-20190514T154424_behavior+ecephys+ogen.nwb: trials=581, neurons=290, seconds=0.59
[24/174] sub-441666_ses-20190515T153723_behavior+ecephys+ogen.nwb: trials=602, neurons=314, seconds=0.63
[25/174] sub-441666_ses-20190516T152922_behavior+ecephys+ogen.nwb: trials=439, neurons=501, seconds=0.87
[26/174] sub-441666_ses-20190517T150543_behavior+ecephys+ogen.nwb: trials=684, neurons=278, seconds=0.77
[27/174] sub-442571_ses-20190227T134351_behavior+ecephys+ogen.nwb: trials=540, neurons=279, seconds=0.65
[28/174] sub-442571_ses-20190228T140832_behavior+ecephys+ogen.nwb: trials=460, neurons=603, seconds=0.76
[29/174] sub-442571_ses-20190301T140324_behavior+ecephys+ogen.nwb: trials=281, neurons=433, seconds=0.31
[30/174] sub-442571_ses-20190302T150148_behavior+ecephys+ogen.nwb: trials=501, neurons=425, seconds=0.81
[31/174] sub-442571_ses-20190303T144606_behavior+ecephys+ogen.nwb: trials=692, neurons=436, seconds=0.86
[32/174] sub-449141_ses-20190530T173316_behavior+ecephys+ogen.nwb: trials=660, neurons=553, seconds=1.12
[33/174] sub-449141_ses-20190531T161406_behavior+ecephys+ogen.nwb: trials=800, neurons=499, seconds=1.26
[34/174] sub-449141_ses-20190601T175411_behavior+ecephys+ogen.nwb: trials=660, neurons=571, seconds=0.92
[35/174] sub-449141_ses-20190602T155210_behavior+ecephys+ogen.nwb: trials=690, neurons=533, seconds=1.01
[36/174] sub-449141_ses-20190603T160047_behavior+ecephys+ogen.nwb: trials=430, neurons=675, seconds=0.87
[37/174] sub-449141_ses-20190604T152447_behavior+ecephys+ogen.nwb: trials=661, neurons=496, seconds=1.23
[38/174] sub-455219_ses-20190805T152117_behavior+ecephys+ogen.nwb: trials=561, neurons=498, seconds=0.84
[39/174] sub-455219_ses-20190806T143015_behavior+ecephys+ogen.nwb: trials=611, neurons=530, seconds=0.85
[40/174] sub-455219_ses-20190807T134913_behavior+ecephys+ogen.nwb: trials=505, neurons=463, seconds=0.71
[41/174] sub-455219_ses-20190808T140448_behavior+ecephys+ogen.nwb: trials=750, neurons=599, seconds=1.28
[42/174] sub-455220_ses-20190729T145044_behavior+ecephys+ogen.nwb: trials=580, neurons=224, seconds=0.65
[43/174] sub-455220_ses-20190730T154125_behavior+ecephys+ogen.nwb: trials=550, neurons=478, seconds=0.76
[44/174] sub-455220_ses-20190731T151805_behavior+ecephys+ogen.nwb: trials=524, neurons=488, seconds=0.79
[45/174] sub-455220_ses-20190801T135056_behavior+ecephys+ogen.nwb: trials=569, neurons=427, seconds=0.77
[46/174] sub-455220_ses-20190803T150200_behavior+ecephys+ogen.nwb: trials=542, neurons=433, seconds=1.06
[47/174] sub-455220_ses-20190804T152922_behavior+ecephys+ogen.nwb: trials=513, neurons=428, seconds=0.85
[48/174] sub-456772_ses-20191119T115109_behavior+ecephys+ogen.nwb: trials=426, neurons=106, seconds=0.24
[49/174] sub-456772_ses-20191119T130822_behavior+ecephys+ogen.nwb: trials=378, neurons=157, seconds=0.37
[50/174] sub-456772_ses-20191120T115527_behavior+ecephys+ogen.nwb: trials=389, neurons=217, seconds=0.51
[51/174] sub-456772_ses-20191120T130334_behavior+ecephys+ogen.nwb: trials=429, neurons=194, seconds=0.47
[52/174] sub-456772_ses-20191121T113844_behavior+ecephys+ogen.nwb: trials=415, neurons=344, seconds=0.53
[53/174] sub-456772_ses-20191121T124405_behavior+ecephys+ogen.nwb: trials=458, neurons=253, seconds=0.53
[54/174] sub-456772_ses-20191122T134226_behavior+ecephys+ogen.nwb: trials=444, neurons=343, seconds=0.48
[55/174] sub-456772_ses-20191122T144855_behavior+ecephys+ogen.nwb: trials=402, neurons=477, seconds=0.40
[56/174] sub-456772_ses-20191123T135013_behavior+ecephys+ogen.nwb: trials=397, neurons=332, seconds=0.23
[57/174] sub-456772_ses-20191123T145127_behavior+ecephys+ogen.nwb: trials=515, neurons=442, seconds=0.59
[58/174] sub-456773_ses-20191002T143533_behavior+ecephys+ogen.nwb: trials=552, neurons=452, seconds=0.94
[59/174] sub-456773_ses-20191003T153548_behavior+ecephys+ogen.nwb: trials=488, neurons=272, seconds=0.67
[60/174] sub-456773_ses-20191004T143720_behavior+ecephys+ogen.nwb: trials=466, neurons=414, seconds=0.82
[61/174] sub-456773_ses-20191005T142316_behavior+ecephys+ogen.nwb: trials=665, neurons=346, seconds=1.05
[62/174] sub-456774_ses-20191021T142044_behavior+ecephys+ogen.nwb: trials=424, neurons=532, seconds=0.70
[63/174] sub-456774_ses-20191022T133136_behavior+ecephys+ogen.nwb: trials=544, neurons=279, seconds=0.73
[64/174] sub-456774_ses-20191023T142402_behavior+ecephys+ogen.nwb: trials=498, neurons=178, seconds=0.50
[65/174] sub-460432_ses-20191217T123303_behavior+ecephys+ogen.nwb: trials=435, neurons=259, seconds=0.50
[66/174] sub-460432_ses-20191218T111453_behavior+ecephys+ogen.nwb: trials=493, neurons=322, seconds=0.64
[67/174] sub-460432_ses-20191219T134919_behavior+ecephys+ogen.nwb: trials=421, neurons=368, seconds=0.67
[68/174] sub-460432_ses-20191220T140433_behavior+ecephys+ogen.nwb: trials=470, neurons=184, seconds=0.53
[69/174] sub-460434_ses-20191112T114755_behavior+ecephys+ogen.nwb: trials=454, neurons=156, seconds=0.32
[70/174] sub-460434_ses-20191113T135640_behavior+ecephys+ogen.nwb: trials=405, neurons=150, seconds=0.40
[71/174] sub-460434_ses-20191114T142520_behavior+ecephys+ogen.nwb: trials=482, neurons=190, seconds=0.42
[72/174] sub-460434_ses-20191115T135939_behavior+ecephys+ogen.nwb: trials=635, neurons=141, seconds=0.51
[73/174] sub-460436_ses-20200107T111633_behavior+ecephys+ogen.nwb: trials=519, neurons=365, seconds=0.82
[74/174] sub-460436_ses-20200108T105741_behavior+ecephys+ogen.nwb: trials=600, neurons=254, seconds=0.63
[75/174] sub-460436_ses-20200109T111437_behavior+ecephys+ogen.nwb: trials=494, neurons=323, seconds=0.57
[76/174] sub-460436_ses-20200110T142717_behavior+ecephys+ogen.nwb: trials=470, neurons=269, seconds=0.71
[77/174] sub-479121_ses-20200921T162104_behavior+ecephys+ogen.nwb: trials=320, neurons=605, seconds=0.76
[78/174] sub-479121_ses-20200922T135318_behavior+ecephys+ogen.nwb: trials=527, neurons=378, seconds=1.02
[79/174] sub-479121_ses-20200923T151145_behavior+ecephys+ogen.nwb: trials=530, neurons=537, seconds=1.16
[80/174] sub-479121_ses-20200924T134307_behavior+ecephys+ogen.nwb: trials=626, neurons=374, seconds=1.26
[81/174] sub-479121_ses-20200925T153348_behavior+ecephys+ogen.nwb: trials=461, neurons=322, seconds=0.58
[82/174] sub-479121_ses-20200928T141416_behavior+ecephys+ogen.nwb: trials=530, neurons=90, seconds=0.23
[83/174] sub-479149_ses-20201209T115448_behavior+ecephys.nwb: trials=580, neurons=110, seconds=0.33
[84/174] sub-479149_ses-20201210T113111_behavior+ecephys+ogen.nwb: trials=640, neurons=180, seconds=0.53
[85/174] sub-479149_ses-20201211T110651_behavior+ecephys.nwb: trials=410, neurons=233, seconds=0.45
